id,url,platform,title,email,website,telegram,twitter,created_at
108,https://www.pinksale.finance/launchpad/bsc/0x49E1eb8Df4280B3795beBF825B71F5A995f69Da3,www.pinksale.finance,MATT,,http://www.mattbsc.top/,https://t.me/Mattbsc,https://x.com/Mattbsc,2024-07-13 23:21:13
109,https://www.pinksale.finance/solana/launchpad/BaE3ZpZJiiQ4t5bGCNtSZ4eRKEDj5CkPvNLGaAUPg2go,www.pinksale.finance,Escobar Coin,logo@2x.png,https://escobarcoin.net/,https://t.me/+FCXBaZlbzRRlNGU0,https://x.com/EscobarCoin2024,2024-07-13 23:21:15
174,https://www.pinksale.finance/solana/launchpad/8NaDbYLeKbC6KJJ2FpgYhJPTdJVTCfgqEhW2rcbXM9ED,www.pinksale.finance,TokTickBomB,,http://www.toktickbomb.io,http://t.me/toktickBomB,https://x.com/toktickbomb,2024-07-14 00:05:37
614,https://www.pinksale.finance/solana/launchpad/93YMkghDKctnHkYq8MeVSoz2YEXE811PxnzGikqcJcn4,www.pinksale.finance,Maga Trump,,https://magatrump.tech/#roadmap,https://t.me/solmagatrump,https://x.com/magatrumpcoins,2024-07-15 00:51:16
616,https://www.pinksale.finance/solana/launchpad/57ophdccDdr5zFBygsvKcRZgM5D4Zn9Gy8QpmzMaRB6i,www.pinksale.finance,DOUG THE PUG,core-js-bundle@3.2,https://www.dougthepugcoin.com/,https://t.me/dougthepug_coin,https://x.com/DOUGTHEPUGCOIN,2024-07-15 00:51:16
618,https://www.pinksale.finance/launchpad/bsc/0xd87934c6dBaad276730654aCA236407B3FD370fE,www.pinksale.finance,DEV INU TOKEN,,https://devinutoken.com,https://t.me/devinutoken,https://x.com/devinutoken,2024-07-15 00:51:21
622,https://www.pinksale.finance/solana/launchpad/78eXZn6TPCcLUsTFM3hD1RyXnZmFnoKTvP8oxFwUug2x,www.pinksale.finance,NINJA DUCK INU,,https://ninjaduck.icu/,https://t.me/NinjaDuckInu_Solana,https://x.com/ninjaduckinu,2024-07-15 00:51:28
637,https://www.pinksale.finance/solana/launchpad/8QSPJimV42N7Cy1yfJRCgC4aPcjtoUPD6mA5TJyszrmC,www.pinksale.finance,Pimple Pepe,pongpimple@gmail.com,https://www.pimplepepe.xyz,https://t.me/pimplepepe,https://x.com/PimplePepe,2024-07-15 00:51:34
643,https://www.pinksale.finance/solana/launchpad/DeF7dEMJEnQMgy1Qrp3K3JcgvmrezFtwaYkS164kBepp,www.pinksale.finance,Aristo,aos@2.3,http://www.aristocat.io/,https://t.me/Aristocat_io,https://x.com/Aristocat_io,2024-07-15 00:51:34
645,https://www.pinksale.finance/solana/launchpad/DR7MjrAxzqat7k2qGGrjy2Mj6ZQoXBbhHBYDyzZiMgGR,www.pinksale.finance,Liquid Death,,https://liquidcoin.wtf,https://t.me/liquidmemecoin,https://x.com/Liquidmemecoin,2024-07-15 00:51:35
646,https://www.pinksale.finance/launchpad/bsc/0x13c888134CA55b4Cc8092bD84bCbe17c479f7F79,www.pinksale.finance,ROCKY,,https://rockyonbsc.fun,https://t.me/rockyonbsc,https://x.com/Rockybsc,2024-07-15 00:51:35
654,https://www.pinksale.finance/solana/launchpad/HHpzLsg88B4PNE4Y6Zk74RZZMCQBHg1cLt6XakFkS6a1,www.pinksale.finance,Samushi,,https://x.com/samushisol?s=21,https://t.me/samushi,https://x.com/samushisol?s=21,2024-07-17 15:46:33
655,https://www.pinksale.finance/solana/launchpad/FMxEJLWJCA5s6kp9ppMgz5FWZ33tXeC36bg6pb1ZoF2a,www.pinksale.finance,Trump,,https://x.com/trumpinsolana,https://t.me/trumpsolcoin,https://x.com/trumpinsolana,2024-07-17 15:46:34
656,https://www.pinksale.finance/launchpad/base/0xB8bc6682DEefb8138f0401c064eF437d6a107d9F,www.pinksale.finance,Teckel,teckeltoken@gmail.com,https://www.teckeltoken.com,https://t.me/teckelthealtruist,,2024-07-17 15:46:34
657,https://www.pinksale.finance/launchpad/bsc/0x2CD7d5faD0212A3F63EB829C442Fa4FA8168209F,www.pinksale.finance,Snoopy,,https://snoopycoin.live,https://t.me/SnoopyBSC_Portal,https://x.com/SnoopyBeagleBSC/,2024-07-17 15:46:34
659,https://www.pinksale.finance/launchpad/bsc/0xB5a2dB10ABA0D54A64E8F317A11Fc62E817B153A,www.pinksale.finance,TrumpLive,,https://trumplive.vip,https://t.me/live_trump,https://x.com/trumplive_on,2024-07-17 15:46:34
660,https://www.pinksale.finance/solana/launchpad/F1gCS6dLnbgmoV2AF9BiPY8wYEFE7WmUqhYxbwhZFNou,www.pinksale.finance,Trump Tower,,https://trumptower.cc/,https://t.me/TrumpTowerOfficial,https://x.com/TrumpTowerEar,2024-07-17 15:46:34
661,https://www.pinksale.finance/solana/launchpad/6Mt8hyRea1QytTey1oXVEcpHJqY7u8kZeUGj3KwTZ5tR,www.pinksale.finance,EGGBALLS,,https://www.eggballscoin.com,https://t.me/EggBallsCoin,https://x.com/EggBallsCoin,2024-07-17 15:46:34
664,https://www.pinksale.finance/solana/launchpad/71SwvTHMgfoS2qGsnMhgKfKzScTew2otTWyJ77X7zK6E,www.pinksale.finance,Bulletproof Trump,,https://bulletprooftrump.io/,,https://x.com/BulletproofMAGA,2024-07-17 15:46:41
670,https://www.pinksale.finance/launchpad/base/0x12dC94133f3E5d8006C9A489387bC682d54c4568,www.pinksale.finance,UZI INU,,https://uziinu.com/,https://t.me/Uzi_The_Meme_Slayer_Portal,,2024-07-17 15:46:48
684,https://www.pinksale.finance/launchpad/bsc/0xE91D8B59381ad5608Eb21f171d113cC368C04afd,www.pinksale.finance,DUKO-BNB,,http://www.dukobnb.com/,https://t.me/DUKOBNB,https://x.com/dukobnb,2024-07-17 15:47:09
732,https://www.pinksale.finance/solana/launchpad/H8PQkWYBznNog2HxxSyJLz7FYTEdCdcLmqAnxH6eLJ1i,www.pinksale.finance,Magic Mittens,,https://magicmittens.net/,https://t.me/Magic_Mittens,https://x.com/MagiccMittens,2024-07-17 15:48:05
733,https://www.pinksale.finance/launchpad/bsc/0x955ae2267015cEb2B1f3810e0B680f00083BAF17,www.pinksale.finance,Water,,https://waterbsc.vip,https://t.me/waterbscvip,https://x.com/waterbscvip,2024-07-17 15:48:05
736,https://www.pinksale.finance/solana/launchpad/94qTcD6mpivS4kdGRRNosyopJjuocsGSsLZ9femYgm4T,www.pinksale.finance,Solympics,,https://solympics.vip/,https://t.me/SolympicsOnSol,https://x.com/Solympics2024,2024-07-17 15:48:05
738,https://www.pinksale.finance/solana/launchpad/Co1qyRPiA1rURGNtquXP9UEozZshnZAFYfaxhzKm1Q8L,www.pinksale.finance,Blaze,core-js-bundle@3.2,https://www.blazedog.club/,,https://x.com/blaze_d0g,2024-07-17 15:48:06
739,https://www.pinksale.finance/launchpad/bsc/0x1a353f83F80011775c7452807dcB35F63860875d,www.pinksale.finance,Baby PeiPei,,https://babypeipei.meme,https://t.me/babypeipei_bnb,https://x.com/BabyPeiPei_bnb,2024-07-17 15:48:06
740,https://www.pinksale.finance/solana/launchpad/DsZJFKRV5HNtJcmWfPmNkvaSCoiHG6vxzHPEGY7Grcmk,www.pinksale.finance,Dead Kenny,DKEN@DEADKENNYCOIN.RIP,https://deadkennycoin.rip/,https://t.me/+NWLKjzHXZXNiMjEx,https://x.com/DKENonSol,2024-07-17 15:48:06
744,https://www.pinksale.finance/solana/launchpad/FRH5p2jT38dabbHvuBJfp9LeWjGkqrRpkHn9gLS6eN6B,www.pinksale.finance,とらんぷ,contact@trump.markets,https://trump.markets/,https://t.me/trumpisrealportal,https://x.com/trumpagainwin,2024-07-17 15:48:06
745,https://www.pinksale.finance/solana/launchpad/dDwTkwcnKu1yucQJhaKm6q9eFwy1PX4YrMy1HHgQ1vF,www.pinksale.finance,Solofi,,https://www.solofi.io,https://t.me/solofi_lofi,https://x.com/solofi_lofi,2024-07-17 15:48:07
746,https://www.pinksale.finance/launchpad/bsc/0x880A320B823A4F8a6B822A3A4DAD0C25Fc0487d3,www.pinksale.finance,Rabbit Rocket,,https://rabbitrocket.io,,https://x.com/RabbitRocket_,2024-07-17 15:48:07
747,https://www.pinksale.finance/launchpad/bsc/0x81984af5A279C80DE9132EfF000452Fc3FE2a51E,www.pinksale.finance,Power to Maga,,http://powermaga.com/,https://t.me/powertomaga,https://x.com/powertomaga/status/1813365019729342792?s=46,2024-07-17 15:48:07
749,https://www.pinksale.finance/launchpad/base/0x96b3E0905c31F79Dc63d8eF7277A10CAC6443ae6,www.pinksale.finance,HamsterBase,core-js-bundle@3.2,https://hamsterbase.io/,https://t.me/hamster_basse,https://x.com/Hamster_Base,2024-07-17 15:48:10
